UF,INSTITUICAO,MODALIDADE,NOME_POLO_OU_CAMPUS,MUNICIPIO_POLO,CURSO,URL_FONTE,URL_DOWNLOAD_PDF,URL_DOWNLOAD_PDF_LIMPA,STATUS_LINK,HASH_OU_ID_PDF_CANONICO,PPC_COMPARTILHADO,GRUPO_COMPARTILHAMENTO_ID,QTD_POLOS_NO_GRUPO,TIPO_VINCULO,ANO_PPC,LOCALIDADE_DOCUMENTO,NOME_ARQUIVO_LOCAL,CAMINHO_ARQUIVO_LOCAL,EVIDENCIA_MINIMA,OBS,ACAO_RECOMENDADA,DOC_ID
CE,IFCE,Educação a Distância,Polo UAB Camocim,Camocim,Licenciatura em Matematica,https://prograd.ufc.br/pt/cursos-de-graduacao/matematica-modalidade-a-distancia/,NAO_ENCONTRADO,,OK_PDF_MANUAL,EE49895FF65BCB2F1C2C4CD09E32FE4BA76D7676D88A0FBA1EB7A8D192252B57,NAO,,,POLO_ESPECIFICO,NAO_ENCONTRADO,POLO__Polo_UAB_Camocim__Camocim,CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,NAO_ENCONTRADO,"Embora haja comprovação de Aracati como polo do curso, o Projeto Pedagógico correspondente não está disponível em fonte oficial aberta; não é possível indicar ano_ppc, URL de download, nem caracterizar com segurança se há PPC único para todos os polos.",OK,DOC0005
CE,UECE,Educação a Distância,POLO UAB - MARACANAU,Maracanaú,Licenciatura em Matematica,https://prograd.ufc.br/pt/cursos-de-graduacao/matematica-modalidade-a-distancia/,NAO_ENCONTRADO,,OK_PDF_MANUAL,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,NAO,,,POLO_ESPECIFICO,NAO_ENCONTRADO,POLO__POLO_UAB_MARACANAU__Maracanau,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,NAO_ENCONTRADO,"Sem acesso ao PPC institucional em PDF ou resolução e sem menção explícita aos polos na página oficial, não há evidência suficiente para apontar ano_ppc ou se o PPC é compartilhado para Maranguape e outros polos.",OK,DOC0002
CE,UECE,Educação a Distância,BARBALHA - BURITI,Barbalha,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__BARBALHA_BURITI__Barbalha,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,OK_PDF,"Não há menção direta ao polo de Quixeramobim nesse PPC, mas como o documento é claramente o projeto pedagógico do curso de Matemática a distância da UECE (usado em polos diversos), considera-se PPC_COMPARTILHADO=SIM; o ano de aprovação não é identificado claramente, por isso permanece NAO_ENCONTRADO.",OK,DOC0002
CE,UECE,Educação a Distância,Escola Álvaro de Araújo Carneiro,Madalena,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Escola_Alvaro_de_Araujo_Carneiro__Madalena,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,OK_PDF,"Não foi encontrada, em domínio oficial da UECE, menção explícita ao polo de atendimento João Lopes Cavalcante/Quiterianópolis nesse PPC, mas, como se trata do único PPC EaD de Matemática publicado pela UECE, ele necessariamente é a referência para polos posteriores; por isso PPC_COMPARTILHADO=SIM, mantendo ano_ppc como NAO_ENCONTRADO.",OK,DOC0002
CE,IFCE,Educação Presencial,Campus Crateús,Crateús,Licenciatura em Matematica,https://www.uece.br/material/res-4531-2020-aprova-o-projeto-pedagogico-do-curso-de-licenciatura-em-matematica-fafidam/,https://www.uece.br/material/res-4531-2020-aprova-o-projeto-pedagogico-do-curso-de-licenciatura-em-matematica-fafidam/,https://www.uece.br/material/res-4531-2020-aprova-o-projeto-pedagogico-do-curso-de-licenciatura-em-matematica-fafidam/,OK_PDF_MANUAL,FFBD1F2F483E968097CF8E9BF378012097B954A62A9B58D13ADF0358A24CDC56,NAO,,,INSTITUCIONAL_COMPARTILHADO,2020,POLO__Campus_Crate_s__Crate_s,CE__IFCE__PRESENCIAL__POLO__Campus_Crate_s__Crate_s__2020__DOC0017.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__IFCE__PRESENCIAL__POLO__Campus_Crate_s__Crate_s__2020__DOC0017.pdf,NAO_ENCONTRADO,"A resolução é explícita para o curso de Licenciatura em Matemática/FAFIDAM, o que corresponde ao campus de Limoeiro do Norte; não há menção a outros campi, portanto o PPC é tratado como não compartilhado. O ano_ppc é tomado do próprio número/ano da resolução (2020).",OK,DOC0017
CE,UECE,Educação a Distância,CAMPUS DO ITAPERI,Fortaleza,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__CAMPUS_DO_ITAPERI__Fortaleza,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,OK_PDF,"Não há, no PPC publicado, menção textual direta à Escola Rubens Vaz (Jurema/Caucaia), mas como se trata do único PPC EaD oficial de Matemática da UECE, ele é o documento pedagógico de referência para todos os polos, inclusive novas ofertas; por isso PPC_COMPARTILHADO=SIM e ano_ppc permanece NAO_ENCONTRADO.",OK,DOC0002
CE,UECE,Educação a Distância,E. E. F. Centro Educacional de Mauriti,Mauriti,Licenciatura em Matematica,https://acervo.ifce.edu.br/juazeirodonorte/campus_juazeiro/cursos/ensino-a-distancia/superior/licenciatura-em-matematica-uab,https://portal.ifce.edu.br/documents/2955/Projeto-Pedagogico--Matematica-UAB-20121.pdf,https://portal.ifce.edu.br/documents/2955/Projeto-Pedagogico--Matematica-UAB-20121.pdf,OK_PDF,EE49895FF65BCB2F1C2C4CD09E32FE4BA76D7676D88A0FBA1EB7A8D192252B57,SIM,,12,INSTITUCIONAL_COMPARTILHADO,2012,POLO__E_E_F_Centro_Educacional_de_Mauriti__Mauriti,CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,OK_PDF,"O documento é o PPC institucional da Licenciatura em Matemática na modalidade a distância (UAB/IFCE), coordenado pelo campus Juazeiro do Norte, e atende simultaneamente todos os polos listados, incluindo Orós; ano_ppc adotado como 2012 com base na identificação do arquivo e conteúdo cronológico.",OK,DOC0005
CE,IFCE,Educação a Distância,Polo Quixeramobim,Quixeramobim,Licenciatura em Matematica,https://portal.ifce.edu.br/institucional/ead/nossos-cursos/licenciatura-em-matematica/,https://portal.ifce.edu.br/documents/2955/Projeto-Pedagogico--Matematica-UAB-20121.pdf,https://portal.ifce.edu.br/documents/2955/Projeto-Pedagogico--Matematica-UAB-20121.pdf,OK_PDF,EE49895FF65BCB2F1C2C4CD09E32FE4BA76D7676D88A0FBA1EB7A8D192252B57,SIM,,12,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Polo_Quixeramobim__Quixeramobim,CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,OK_PDF,"Não há, no PPC, menção literal ao polo Camocim, mas como o documento é o projeto pedagógico do curso de Licenciatura em Matemática UAB do IFCE em nível sistêmico, ele é o PPC de referência para futuros polos; por isso PPC_COMPARTILHADO=SIM. Ano_ppc específico para Camocim não é indicado, mantendo-se NAO_ENCONTRADO para evitar inferência não comprovada.",OK,DOC0005
CE,UECE,Educação a Distância,Polo UAB - MAURITI,Mauriti,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Polo_UAB_MAURITI__Mauriti,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,OK_PDF,"Não há referência textual direta, no PPC, ao polo Maracanaú, mas como é o único projeto pedagógico EaD de Matemática publicado, é o documento adotado para todas as ofertas posteriores; PPC_COMPARTILHADO=SIM, com ano_ppc mantido como NAO_ENCONTRADO por não constar claramente no cabeçalho.",OK,DOC0002
CE,UECE,Educação a Distância,Academia do Professor Darcy Ribeiro,Fortaleza,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Academia_do_Professor_Darcy_Ribeiro__Fortaleza,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,OK_PDF,"Não foi encontrada menção explícita a Barbalha/Buriti dentro do PPC, mas por se tratar do único PPC EaD de Matemática publicado pela UECE, ele se aplica às ofertas em diversos polos; por isso PPC_COMPARTILHADO=SIM, mantendo ano_ppc como NAO_ENCONTRADO.",OK,DOC0002
CE,IFCE,Educação Presencial,Campus Maracanaú,Maracanaú,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Campus_Maracanau__Maracanau,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,OK_PDF,"Não há referência textual específica à Escola Álvaro de Araújo Carneiro/Madalena no PPC, mas, por ser o PPC institucional do curso de Matemática a distância da UECE, é o documento vigente para as ofertas, inclusive em Madalena; PPC_COMPARTILHADO=SIM e ano_ppc fica como NAO_ENCONTRADO por falta de indicação clara no documento.",OK,DOC0002
CE,UECE,Educação a Distância,PROFESSORA FRANCISCA EDITE COELHO SIMÃO,Pedra Branca,Licenciatura em Matematica,https://portal.ifce.edu.br/cursos/crateus-matematica/,https://portal.ifce.edu.br/documents/18009/ppc-2012-matematica-crateus.pdf,https://portal.ifce.edu.br/documents/18009/ppc-2012-matematica-crateus.pdf,OK_PDF,628966861DBE8FD7CF248ED1B9D81DD10C8CEDCEFA1F9FA8850AC96D9ACF0150,NAO,,,INSTITUCIONAL_COMPARTILHADO,2012,POLO__Campus_Crateus__Crateus,CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Crateus__Crateus__2012__DOC0013.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Crateus__Crateus__2012__DOC0013.pdf,"O arquivo 'ppc-2012-matematica-crateus.pdf' é identificado como Projeto Pedagógico da Licenciatura em Matemática do IFCE – Campus Crateús e traz no próprio nome a indicação de 2012, descrevendo o PPC do curso presencial desse campus.",O PPC é específico do Campus Crateús e não há menção a extensão a outros campi; o ano 2012 é assumido a partir do nome do arquivo e do contexto interno do documento.,OK,DOC0013
CE,UFCA,Educação Presencial,Campus Brejo Santo,Brejo Santo,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Campus_Brejo_Santo__Brejo_Santo,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,"A página da SATE/UECE apresenta o Curso de Graduação em Matemática Licenciatura a Distância e remete ao 'PROJETO PEDAGÓGICO CURRICULAR', cujo arquivo PPCMATEMATICA.pdf descreve o curso de Matemática EaD da UECE, sem estar vinculado a um único polo, servindo como PPC institucional.","O Itaperi é a sede da UECE e coordena o curso, mas o PPC EaD é único para todos os polos; o documento não traz de forma clara o ano de aprovação no cabeçalho, por isso ano_ppc fica como NAO_ENCONTRADO.",OK,DOC0002
CE,UFCA,Educação a Distância,Polo de Apoio Presencial de Santa Quitéria-Ce,Santa Quitéria,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Polo_de_Apoio_Presencial_de_Santa_Quiteria_Ce__Santa_Quiteria,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,"O PPCMATEMATICA registra que o primeiro programa de EAD da UECE iniciou-se com a oferta de Matemática Licenciatura a Distância nos municípios de Mauriti e Piquet Carneiro, indicando que este projeto pedagógico é a referência institucional para o curso de Matemática EaD nesses polos.","O mesmo PPC institucional da UECE EaD é utilizado para Mauriti e outros polos; o documento não explicita claramente o ano de aprovação no cabeçalho, portanto ano_ppc permanece NAO_ENCONTRADO.",OK,DOC0002
CE,IFCE,Educação Presencial,Campus Fortaleza,Fortaleza,Licenciatura em Matematica,https://portal.ifce.edu.br/institucional/ead/nossos-cursos/licenciatura-em-matematica/,https://portal.ifce.edu.br/documents/2955/Projeto-Pedagogico--Matematica-UAB-20121.pdf,https://portal.ifce.edu.br/documents/2955/Projeto-Pedagogico--Matematica-UAB-20121.pdf,OK_PDF,EE49895FF65BCB2F1C2C4CD09E32FE4BA76D7676D88A0FBA1EB7A8D192252B57,SIM,,12,INSTITUCIONAL_COMPARTILHADO,2012,POLO__Campus_Fortaleza__Fortaleza,CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__EAD__POLOS_12__Limoeiro_do_Norte_Sao_Goncalo_do_Amarante_Jaguaribe_Itapipoca_Juazeiro_do_Norte_Meruoca_Ta__2012__DOC0005.pdf,"O PPC do Curso Superior de Licenciatura em Matemática na modalidade a distância do IFCE afirma que o curso constitui oportunidade de formação nos municípios de Limoeiro do Norte, Meruoca, Ubajara, Quixeramobim, Tauá, Itapipoca, Campos Sales, São Gonçalo e Orós, caracterizando um único projeto utilizado para todos esses polos, incluindo Quixeramobim.",É o mesmo PPC institucional de 2012 da Licenciatura em Matemática UAB/IFCE; por isso PPC_COMPARTILHADO=SIM e ano_ppc=2012 com base na identificação do arquivo.,OK,DOC0005
CE,IFCE,Educação Presencial,Campus Maranguape,Maranguape,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Campus_Maranguape__Maranguape,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,"O PPCMATEMATICA menciona explicitamente a oferta da Licenciatura em Matemática a Distância nos municípios de Mauriti e Piquet Carneiro, confirmando que o documento é o projeto pedagógico do curso EaD de Matemática nesses polos.","É o mesmo PPC institucional da UECE EaD utilizado para o Polo UAB de Mauriti; não há ano de aprovação claramente indicado no cabeçalho, mantendo-se ano_ppc como NAO_ENCONTRADO.",OK,DOC0002
CE,UFC,Educação a Distância,Campus UFC Quixadá,Quixadá,Licenciatura em Matematica,https://www.uece.br/sate/cursos/graduacao/licenciatura-em-matematica/,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,https://www.uece.br/sate/wp-content/uploads/sites/58/2019/12/PPCMATEMATICA.pdf,OK_PDF,7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D,SIM,,16,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,POLO__Campus_UFC_Quixada__Quixada,CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf,"O PPCMATEMATICA é o Projeto Pedagógico do Curso de Graduação em Matemática Licenciatura a Distância da UECE, de caráter institucional, concebido para orientar o curso EaD em diferentes polos de apoio presencial.","Não há menção explícita à Academia do Professor Darcy Ribeiro nesse PPC, porém, por ser o único projeto pedagógico EaD de Matemática publicado pela UECE, ele serve de referência às ofertas realizadas em Fortaleza; PPC_COMPARTILHADO=SIM, com ano_ppc NAO_ENCONTRADO.",OK,DOC0002
CE,UECE,Educação a Distância,POLO UAB - BREJO SANTO,Brejo Santo,Licenciatura em Matematica,https://portal.ifce.edu.br/cursos/maracanau-licenciatura-em-matematica/,https://portal.ifce.edu.br/documents/7902/ifce_maracanau_lic_mat_PPC__atualizado_res_de_26__05_2023.pdf,https://portal.ifce.edu.br/documents/7902/ifce_maracanau_lic_mat_PPC__atualizado_res_de_26__05_2023.pdf,OK_PDF,08542B93E793FA14B58A4DEBA96FBF62FAD6B976DE027A6FFCDF18171F04D095,NAO,,,INSTITUCIONAL_COMPARTILHADO,2023,POLO__Campus_Maracanau__Maracanau,CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Maracanau__Maracanau__2023__DOC0014.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Maracanau__Maracanau__2023__DOC0014.pdf,"A página do curso de Licenciatura em Matemática do IFCE – Campus Maracanaú disponibiliza link para 'Projeto Pedagógico: Acesse'; o arquivo 'ifce_maracanau_lic_mat_PPC__atualizado_res_de_26__05_2023.pdf' é identificado como Projeto Pedagógico do Curso de Licenciatura em Matemática do IFCE campus Maracanaú, atualizado conforme resolução de 26/05/2023.","O PPC é específico do Campus Maracanaú e há referência explícita à atualização por resolução de 26/05/2023, usada como ano_ppc; não há indicação de compartilhamento com outros campi.",OK,DOC0014
